site,date_observed,genus,species,id,leaf_breaking_bud_observed,leaf_breaking_bud_intensity,leaf_observed,leaf_intensity,leaf_iNocreasiNog_size_observed,leaf_increasing_size_intensity,leaf_color_observed,leaf_color_intensity,leaf_falliNog_observed,flower_buds_observed,flower_buds_intensity,flower_opeNo_observed,flower_open_intensity,flower_pollen_release_observed,flower_pollen_release_intensity,fruit_observed,fruit_intensity,fruit_ripe_observed,fruit_ripe_intensity,fruit_drop_observed,fruit_drop_intensity,notes_observer,notes_entry,year,num_records
Oak Collection,8/7/2017,Quercus,michauxii,539-96*3,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,,,2017,1582
Oak Collection,8/7/2017,Quercus,gambelii,145-75*1,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,11-100,No,0,No,0,Leaves have small brown spots,,2017,1583
Oak Collection,8/7/2017,Quercus,michauxii,539-96*5,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,75% dead,,2017,1584
Oak Collection,8/7/2017,Quercus,gambelii,145-75*8,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,11-100,No,0,No,0,Leaves have small brown spots,,2017,1585
Oak Collection,8/7/2017,Quercus,subfalcata,656-32*1,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,1001-10000,No,0,No,0,,,2017,1586
Oak Collection,8/7/2017,Quercus,stellata,210-91*2,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,1001-10000,No,0,No,0,,,2017,1587
Oak Collection,8/7/2017,Quercus,robur,180-93*8,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,10-Mar,No,0,No,0,Evidence of Japanese beetles,,2017,1588
Oak Collection,8/7/2017,Quercus,hartwissiana,27-95*3,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,101-1000,No,0,No,0,,,2017,1589
Oak Collection,8/7/2017,Quercus,hartwissiana,27-95*5,N,0,Yes,>95,No,,Yes,<5%,No,No,0,No,0,N,none,Yes,11-100,No,0,No,0,50% dead. Slight leaf color change,,2017,1590
Oak Collection,8/7/2017,Quercus,alba,304-94*1,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,101-1000,No,0,No,0,Leaves have small brown spots,,2017,1591
Oak Collection,8/7/2017,Quercus,muehlenbergii,215-91*2,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,101-1000,No,0,No,0,,,2017,1592
Oak Collection,8/7/2017,Quercus,phellos,109-74*1,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,No tag,,2017,1593
Oak Collection,8/7/2017,Quercus,stellata,212-91*2,N,0,Yes,>95,No,,Yes,<5%,No,No,0,No,0,N,none,Yes,11-100,No,0,No,0,Leaves turning from green to yellow,,2017,1594
Oak Collection,8/7/2017,Quercus,stellata,212-91*3,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,1001-10000,No,0,No,0,,,2017,1595
Oak Collection,8/7/2017,Quercus,marilandica,362-96*7,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,1001-10000,No,0,No,0,,,2017,1596
Oak Collection,8/7/2017,Quercus,muehlenbergii,704-46*2,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,1001-10000,No,0,No,0,,,2017,1597
Oak Collection,8/7/2017,Quercus,muehlenbergii,704-46*3,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,1001-10000,No,0,No,0,,,2017,1598
Oak Collection,8/7/2017,Quercus,imbricaria,1512-35*2,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,Branches too high to see any fruit,,2017,1599
Oak Collection,8/7/2017,Quercus,bicolor,214-91*2,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,10-Mar,No,0,No,0,,,2017,1600
Oak Collection,8/7/2017,Quercus,bicolor,214-91*3,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,101-1000,No,0,No,0,,,2017,1601
Oak Collection,8/7/2017,Quercus,imbricaria,523-32*1,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,1001-10000,No,0,No,0,,,2017,1602
Oak Collection,8/7/2017,Quercus,shumardii,575-40*2,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,>10000,No,0,No,0,,,2017,1603
Oak Collection,8/7/2017,Quercus,michauxii,645-48*1,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,>10000,No,0,No,0,,,2017,1604
Oak Collection,8/7/2017,Quercus,montana,606-2000*4,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,,,2017,1605
Oak Collection,8/7/2017,Quercus,lyrata,517-2000*2,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,,,2017,1606
Oak Collection,8/7/2017,Quercus,montana,602-2000*1,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,1001-10000,No,0,No,0,,,2017,1607
Oak Collection,8/7/2017,Quercus,coccinea,1173-2004*4,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,,,2017,1608
Oak Collection,8/7/2017,Quercus,coccinea,1173-2004*5,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,,,2017,1609
Oak Collection,8/7/2017,Quercus,pyrenaica,200-99*1,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,,,2017,1610
Oak Collection,8/7/2017,Quercus,petraea,20-2012*1,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,,,2017,1611
Oak Collection,8/7/2017,Quercus,rubra,64-92*1,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,>10000,No,0,No,0,,,2017,1612
Oak Collection,8/7/2017,Quercus,palustris,1164-22*6,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,>10000,No,0,No,0,,,2017,1613
Oak Collection,8/7/2017,Quercus,palustris,77-72*1,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,>10000,No,0,No,0,,,2017,1614
Oak Collection,8/7/2017,Quercus,robur,400-2009*1,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,10-Mar,No,0,No,0,,,2017,1615
Oak Collection,8/7/2017,Quercus,shumardii,1513-35*1,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,1001-10000,No,0,No,0,,,2017,1616
Oak Collection,8/7/2017,Quercus,shumardii,10-2008*1,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,,,2017,1617
Oak Collection,8/7/2017,Quercus,marilandica,1134-2004*5,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,,,2017,1618
Oak Collection,8/7/2017,Quercus,macrocarpa,597-2001*2,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,,,2017,1619
Oak Collection,8/7/2017,Quercus,macrocarpa,696-2006*8,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,,,2017,1620
Oak Collection,8/7/2017,Quercus,petraea,258-2004*3,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,,,2017,1621
Oak Collection,8/7/2017,Quercus,imbricaria,1183-2004*1,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,,,2017,1622
Oak Collection,8/7/2017,Quercus,palustris,573-40*7,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,1001-10000,No,0,No,0,,,2017,1623
Oak Collection,8/7/2017,Quercus,ellipsoidalis,437-2004*3,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,,,2017,1624
Oak Collection,8/7/2017,Quercus,coccinea,435-2004*1,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,,,2017,1625
Oak Collection,8/7/2017,Quercus,georgiana,49-2002*3,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,1001-10000,No,0,No,0,,,2017,1626
Oak Collection,8/7/2017,Quercus,bicolor,135-U*1,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,1001-10000,No,0,No,0,,,2017,1627
Oak Collection,8/7/2017,Quercus,lobata,526-2000*4,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,,,2017,1628
Oak Collection,8/7/2017,Quercus,georgiana,49-2002*4,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,1001-10000,No,0,No,0,,,2017,1629
Oak Collection,8/7/2017,Quercus,georgiana,49-2002*5,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,1001-10000,No,0,No,0,,,2017,1630
Oak Collection,8/7/2017,Quercus,petraea,498-2005*3,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,,,2017,1631
Oak Collection,8/10/2017,Quercus,robur,400-2009*1,Y,11-100,Yes,75-94,Yes,75-94,Yes,50-74%,No,No,0,No,0,N,none,Yes,10-Mar,No,0,No,0,,,2017,1632
Oak Collection,8/10/2017,Quercus,petraea,20-2012*1,N,0,Yes,>95,No,,Yes,25-49%,No,No,0,No,0,N,none,Yes,10-Mar,No,0,No,0,,,2017,1633
Oak Collection,8/10/2017,Quercus,montana,657-33*1,N,0,Yes,>95,No,,Yes,25-49%,No,No,0,No,0,N,none,Yes,10-Mar,No,0,No,0,,,2017,1634
Oak Collection,8/10/2017,Quercus,rubra,466-37*1,N,0,Yes,>95,No,,Yes,5-24%,No,No,0,No,0,N,none,Yes,101-1000,No,0,Yes,10-Mar,,,2017,1635
Oak Collection,8/10/2017,Quercus,macrocarpa,2390-26*1,N,0,Yes,>95,No,,Yes,5-24%,No,No,0,No,0,N,none,Yes,11-100,No,0,No,0,High tree,,2017,1636
Oak Collection,8/10/2017,Quercus,rubra,354-37*1,N,0,Yes,>95,No,,Yes,5-24%,No,No,0,No,0,N,none,Yes,101-1000,No,0,Yes,11-100,,,2017,1637
Oak Collection,8/10/2017,Quercus,ilicifolia,260-93*1,N,0,Yes,>95,No,,Yes,5-24%,No,No,0,No,0,N,none,Yes,1001-10000,No,0,Yes,11-100,,,2017,1638
Oak Collection,8/10/2017,Quercus,ilicifolia,260-93*2,N,0,Yes,>95,No,,Yes,5-24%,No,No,0,No,0,N,none,Yes,>10000,No,0,Yes,11-100,,,2017,1639
Oak Collection,8/10/2017,Quercus,velutina,185-92*4,N,0,Yes,>95,No,,Yes,5-24%,No,No,0,No,0,N,none,Yes,1001-10000,No,0,Yes,101-1000,,,2017,1640
Oak Collection,8/10/2017,Quercus,velutina,185-92*5,N,0,Yes,>95,No,,Yes,5-24%,No,No,0,No,0,N,none,Yes,101-1000,No,0,Yes,11-100,,,2017,1641
Oak Collection,8/10/2017,Quercus,alba,134-U*60,N,0,Yes,>95,No,,Yes,5-24%,No,No,0,No,0,N,none,Yes,>10000,No,0,No,0,,,2017,1642
Oak Collection,8/10/2017,Quercus,ellipsoidalis,204-92*4,N,0,Yes,>95,No,,Yes,5-24%,No,No,0,No,0,N,none,No,0,No,0,No,0,,,2017,1643
Oak Collection,8/10/2017,Quercus,robur,21-2012*2,N,0,Yes,>95,Yes,75-94,Yes,50-74%,No,No,0,No,0,N,none,No,0,No,0,No,0,,,2017,1644
Oak Collection,8/10/2017,Quercus,velutina,185-92*2,N,0,Yes,>95,No,,Yes,5-24%,No,No,0,No,0,N,none,Yes,101-1000,No,0,Yes,10-Mar,,,2017,1645
Oak Collection,8/10/2017,Quercus,dalechampii,286-97*1,N,0,Yes,>95,No,,Yes,75-94%,No,No,0,No,0,N,none,Yes,11-100,No,0,Yes,10-Mar,,,2017,1646
Oak Collection,8/10/2017,Quercus,dalechampii,286-97*2,N,0,Yes,>95,No,,Yes,50-74%,No,No,0,No,0,N,none,Yes,101-1000,No,0,Yes,10-Mar,,,2017,1647
Oak Collection,8/10/2017,Quercus,marilandica,305-94*2,N,0,Yes,>95,No,,Yes,5-24%,No,No,0,No,0,N,none,Yes,>10000,No,0,Yes,101-1000,,,2017,1648
Oak Collection,8/10/2017,Quercus,prinoides,365-2007*3,N,0,Yes,>95,No,,Yes,<5%,No,No,0,No,0,N,none,Yes,101-1000,No,0,No,0,no tag,,2017,1649
Oak Collection,8/10/2017,Quercus,lyrata,179-95*1,N,0,Yes,>95,No,,Yes,50-74%,No,No,0,No,0,N,none,Yes,101-1000,No,0,No,0,,,2017,1650
Oak Collection,8/10/2017,Quercus,ellipsoidalis,204-92*1,N,0,Yes,>95,No,,Yes,25-49%,No,No,0,No,0,N,none,Yes,10-Mar,No,0,Yes,<3,,,2017,1651
Oak Collection,8/10/2017,Quercus,alba,684-33*1,N,0,Yes,>95,No,,Yes,5-24%,No,No,0,No,0,N,none,Yes,>10000,No,0,Yes,10-Mar,,,2017,1652
Oak Collection,8/10/2017,Quercus,prinoides,768-54*1,N,0,Yes,>95,No,,Yes,5-24%,No,No,0,No,0,N,none,Yes,101-1000,No,0,Yes,10-Mar,,,2017,1653
Oak Collection,8/10/2017,Quercus,prinoides,742-51*1,N,0,Yes,>95,No,,Yes,5-24%,No,No,0,No,0,N,none,Yes,1001-10000,No,0,Yes,10-Mar,,,2017,1654
Oak Collection,8/14/2017,Quercus,shumardii,575-40*2,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,>10000,No,0,No,0,,,2017,1655
Oak Collection,8/14/2017,Quercus,michauxii,645-48*1,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,101-1000,No,0,No,0,Acorns have become difficult to find,,2017,1656
Oak Collection,8/14/2017,Quercus,montana,606-2000*4,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,,,2017,1657
Oak Collection,8/14/2017,Quercus,lyrata,517-2000*2,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,,,2017,1658
Oak Collection,8/14/2017,Quercus,montana,602-2000*1,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,1001-10000,No,0,No,0,,,2017,1659
Oak Collection,8/14/2017,Quercus,coccinea,1173-2004*4,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,,,2017,1660
Oak Collection,8/14/2017,Quercus,coccinea,1173-2004*5,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,,,2017,1661
Oak Collection,8/14/2017,Quercus,pyrenaica,200-99*1,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,,,2017,1662
Oak Collection,8/14/2017,Quercus,petraea,20-2012*1,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,,,2017,1663
Oak Collection,8/14/2017,Quercus,rubra,64-92*1,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,>10000,No,0,No,0,,,2017,1664
Oak Collection,8/14/2017,Quercus,palustris,1164-22*6,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,>10000,No,0,No,0,,,2017,1665
Oak Collection,8/14/2017,Quercus,palustris,77-72*1,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,>10000,No,0,No,0,,,2017,1666
Oak Collection,8/14/2017,Quercus,robur,400-2009*1,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,10-Mar,No,0,No,0,,,2017,1667
Oak Collection,8/14/2017,Quercus,shumardii,1513-35*1,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,11-100,No,0,No,0,Acorns have become difficult to find,,2017,1668
Oak Collection,8/14/2017,Quercus,shumardii,10-2008*1,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,,,2017,1669
Oak Collection,8/14/2017,Quercus,marilandica,1134-2004*5,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,,,2017,1670
Oak Collection,8/14/2017,Quercus,macrocarpa,597-2001*2,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,,,2017,1671
Oak Collection,8/14/2017,Quercus,macrocarpa,696-2006*8,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,,,2017,1672
Oak Collection,8/14/2017,Quercus,petraea,258-2004*3,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,,,2017,1673
Oak Collection,8/14/2017,Quercus,imbricaria,1183-2004*1,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,,,2017,1674
Oak Collection,8/14/2017,Quercus,palustris,573-40*7,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,1001-10000,No,0,No,0,,,2017,1675
Oak Collection,8/14/2017,Quercus,ellipsoidalis,437-2004*3,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,,,2017,1676
Oak Collection,8/14/2017,Quercus,coccinea,435-2004*1,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,,,2017,1677
Oak Collection,8/14/2017,Quercus,georgiana,49-2002*3,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,>10000,No,0,No,0,,,2017,1678
Oak Collection,8/14/2017,Quercus,bicolor,135-U*1,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,>10000,No,0,No,0,,,2017,1679
Oak Collection,8/14/2017,Quercus,lobata,526-2000*4,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,,,2017,1680
Oak Collection,8/14/2017,Quercus,georgiana,49-2002*4,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,>10000,No,0,No,0,,,2017,1681
Oak Collection,8/14/2017,Quercus,georgiana,49-2002*5,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,>10000,No,0,No,0,,,2017,1682
Oak Collection,8/14/2017,Quercus,petraea,498-2005*3,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,,,2017,1683
Oak Collection,8/14/2017,Quercus,lyrata,1133-2004*1,N,0,Yes,>95,No,,Yes,<5%,No,No,0,No,0,N,none,No,0,No,0,No,0,Leaves turning green/yellow,,2017,1684
Oak Collection,8/14/2017,Quercus,gambelii,145-75*2,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,Small brown spots on leaves,,2017,1685
Oak Collection,8/14/2017,Quercus,michauxii,539-96*3,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,Leaves brown at tip,,2017,1686
Oak Collection,8/14/2017,Quercus,gambelii,145-75*1,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,11-100,No,0,No,0,Small brown spots on leaves,,2017,1687
Oak Collection,8/14/2017,Quercus,michauxii,539-96*5,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,75% dead,,2017,1688
Oak Collection,8/14/2017,Quercus,gambelii,145-75*8,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,11-100,No,0,No,0,Small brown spots on leaves,,2017,1689
Oak Collection,8/14/2017,Quercus,subfalcata,656-32*1,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,1001-10000,No,0,No,0,,,2017,1690
Oak Collection,8/14/2017,Quercus,stellata,210-91*2,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,1001-10000,No,0,No,0,,,2017,1691
Oak Collection,8/14/2017,Quercus,robur,180-93*8,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,10-Mar,No,0,No,0,Evidence of Japanese beetles,,2017,1692
Oak Collection,8/14/2017,Quercus,hartwissiana,27-95*3,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,101-1000,No,0,No,0,,,2017,1693
Oak Collection,8/14/2017,Quercus,hartwissiana,27-95*5,N,0,Yes,>95,No,,Yes,>95%,No,No,0,No,0,N,none,Yes,11-100,No,0,No,0,50% dead,,2017,1694
Oak Collection,8/14/2017,Quercus,alba,304-94*1,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,101-1000,No,0,No,0,Small brown spots on leaves,,2017,1695
Oak Collection,8/14/2017,Quercus,muehlenbergii,215-91*2,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,101-1000,No,0,No,0,Small brown spots on leaves,,2017,1696
Oak Collection,8/14/2017,Quercus,phellos,109-74*1,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,no tag,,2017,1697
Oak Collection,8/14/2017,Quercus,stellata,212-91*2,N,0,Yes,>95,No,,Yes,<5%,No,No,0,No,0,N,none,Yes,11-100,No,0,No,0,Leaves turning green/yellow,,2017,1698
Oak Collection,8/14/2017,Quercus,stellata,212-91*3,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,1001-10000,No,0,No,0,,,2017,1699
Oak Collection,8/14/2017,Quercus,marilandica,362-96*7,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,1001-10000,No,0,No,0,Check fruit next week,,2017,1700
Oak Collection,8/14/2017,Quercus,muehlenbergii,704-46*2,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,1001-10000,No,0,No,0,,,2017,1701
Oak Collection,8/14/2017,Quercus,muehlenbergii,704-46*3,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,1001-10000,No,0,No,0,,,2017,1702
Oak Collection,8/14/2017,Quercus,imbricaria,1512-35*2,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,Branches too high to see any fruit,,2017,1703
Oak Collection,8/14/2017,Quercus,bicolor,214-91*2,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,10-Mar,No,0,No,0,,,2017,1704
Oak Collection,8/14/2017,Quercus,bicolor,214-91*3,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,101-1000,No,0,No,0,,,2017,1705
Oak Collection,8/14/2017,Quercus,imbricaria,523-32*1,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,Yes,1001-10000,No,0,No,0,,,2017,1706
Oak Collection,8/16/2017,Quercus,robur,400-2009*1,Y,11-100,Yes,75-94,Yes,75-94,Yes,75-94%,No,No,0,No,0,N,none,Yes,10-Mar,No,0,No,0,,,2017,1707
Oak Collection,8/16/2017,Quercus,petraea,20-2012*1,N,0,Yes,>95,No,,Yes,50-74%,No,No,0,No,0,N,none,Yes,10-Mar,No,0,No,0,,,2017,1708
Oak Collection,8/16/2017,Quercus,montana,657-33*1,N,0,Yes,>95,No,,Yes,25-49%,No,No,0,No,0,N,none,No,0,No,0,No,0,,,2017,1709
Oak Collection,8/16/2017,Quercus,rubra,466-37*1,N,0,Yes,>95,No,,Yes,5-24%,No,No,0,No,0,N,none,Yes,101-1000,No,0,Yes,11-100,,,2017,1710
Oak Collection,8/16/2017,Quercus,macrocarpa,2390-26*1,N,0,Yes,>95,No,,Yes,25-49%,No,No,0,No,0,N,none,Yes,11-100,No,0,Yes,10-Mar,High tree,,2017,1711
Oak Collection,8/16/2017,Quercus,rubra,354-37*1,N,0,Yes,>95,No,,Yes,25-49%,No,No,0,No,0,N,none,Yes,101-1000,No,0,Yes,11-100,,,2017,1712
Oak Collection,8/16/2017,Quercus,ilicifolia,260-93*1,N,0,Yes,>95,No,,Yes,5-24%,No,No,0,No,0,N,none,Yes,1001-10000,No,0,Yes,11-100,,,2017,1713
Oak Collection,8/16/2017,Quercus,ilicifolia,260-93*2,N,0,Yes,>95,No,,Yes,25-49%,No,No,0,No,0,N,none,Yes,>10000,No,0,Yes,11-100,,,2017,1714
Oak Collection,8/16/2017,Quercus,velutina,185-92*4,N,0,Yes,>95,No,,Yes,5-24%,No,No,0,No,0,N,none,Yes,1001-10000,No,0,Yes,101-1000,,,2017,1715
Oak Collection,8/16/2017,Quercus,velutina,185-92*5,N,0,Yes,>95,No,,Yes,5-24%,No,No,0,No,0,N,none,Yes,11-100,No,0,Yes,11-100,,,2017,1716
Oak Collection,8/16/2017,Quercus,alba,134-U*60,N,0,Yes,>95,No,,Yes,5-24%,No,No,0,No,0,N,none,Yes,>10000,No,0,Yes,11-100,,,2017,1717
Oak Collection,8/16/2017,Quercus,ellipsoidalis,204-92*4,N,0,Yes,>95,No,,Yes,5-24%,No,No,0,No,0,N,none,No,0,No,0,No,0,,,2017,1718
Oak Collection,8/16/2017,Quercus,robur,21-2012*2,N,0,Yes,>95,Yes,75-94,Yes,75-94%,No,No,0,No,0,N,none,No,0,No,0,No,0,,,2017,1719
Oak Collection,8/16/2017,Quercus,velutina,185-92*2,N,0,Yes,>95,No,,Yes,5-24%,No,No,0,No,0,N,none,Yes,101-1000,No,0,Yes,10-Mar,,,2017,1720
Oak Collection,8/16/2017,Quercus,dalechampii,286-97*1,N,0,Yes,>95,No,,Yes,>95%,No,No,0,No,0,N,none,No,0,No,0,Yes,<3,,,2017,1721
Oak Collection,8/16/2017,Quercus,dalechampii,286-97*2,N,0,Yes,>95,No,,Yes,75-94%,No,No,0,No,0,N,none,Yes,10-Mar,No,0,No,0,,,2017,1722
Oak Collection,8/16/2017,Quercus,marilandica,305-94*2,N,0,Yes,>95,No,,Yes,25-49%,No,No,0,No,0,N,none,Yes,>10000,No,0,Yes,101-1000,,,2017,1723
Oak Collection,8/16/2017,Quercus,prinoides,365-2007*3,N,0,Yes,>95,No,,Yes,<5%,No,No,0,No,0,N,none,Yes,101-1000,No,0,Yes,10-Mar,no tag,,2017,1724
Oak Collection,8/16/2017,Quercus,lyrata,179-95*1,N,0,Yes,>95,No,,Yes,50-74%,No,No,0,No,0,N,none,Yes,101-1000,No,0,No,0,,,2017,1725
Oak Collection,8/16/2017,Quercus,ellipsoidalis,204-92*1,N,0,Yes,>95,No,,Yes,50-74%,No,No,0,No,0,N,none,No,0,No,0,Yes,<3,,,2017,1726
Oak Collection,8/16/2017,Quercus,alba,684-33*1,N,0,Yes,>95,No,,Yes,25-49%,No,No,0,No,0,N,none,Yes,>10000,No,0,Yes,10-Mar,,,2017,1727
Oak Collection,8/16/2017,Quercus,prinoides,768-54*1,N,0,Yes,>95,No,,Yes,25-49%,No,No,0,No,0,N,none,Yes,101-1000,No,0,Yes,10-Mar,,,2017,1728
Oak Collection,8/16/2017,Quercus,prinoides,742-51*1,N,0,Yes,>95,No,,Yes,5-24%,No,No,0,No,0,N,none,Yes,101-1000,No,0,Yes,10-Mar,,,2017,1729
Oak Collection,8/21/2017,Quercus,lyrata,1133-2004*1,N,0,Yes,>95,No,,Yes,,No,No,0,No,0,N,none,No,0,No,0,No,0,Leaves turning green/yellow. New path next to tree,,2017,1730
Oak Collection,8/21/2017,Quercus,gambelii,145-75*2,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,Small brown spots on leaves,,2017,1731
Oak Collection,8/21/2017,Quercus,michauxii,539-96*3,N,0,Yes,>95,No,,No,0,No,No,0,No,0,N,none,No,0,No,0,No,0,Leaves brown at tip,,2017,1732
