"","X","date_observed","genus","species","id","leaf_breaking_bud_observed","leaf_breaking_bud_intensity","leaf_observed","leaf_intensity","leaf_increasing_size_observed","leaf_increasing_size_intensity","leaf_color_observed","leaf_color_intensity","leaf_falling_observed","flower_buds_observed","flower_buds_intensity","flower_open_observed","flower_open_intensity","fruit_observed","fruit_intensity","fruit_ripe_observed","fruit_ripe_intensity","fruit_drop_observed","fruit_drop_intensity","notes_observer","notes_entry","month","date"
"471",471,"4/21/2017","Quercus","gambelii","145-75*8",1,"1001-10000",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,21
"472",472,"4/21/2017","Quercus","subfalcata","656-32*1",1,">10000",1,"50-74%",0,"0",0,"0",0,1,">10000",NA,"25-49%",0,"0",0,"0",0,"0","0","0",4,21
"473",473,"4/21/2017","Quercus","stellata","212-91*2",1,"1001-10000",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,21
"474",474,"4/21/2017","Quercus","stellata","212-91*3",1,">10000",0,"0",0,"0",0,"0",0,1,">10000",1,"<5%",0,"0",0,"0",0,"0","0","0",4,21
"475",475,"4/21/2017","Quercus","marilandica","362-96*7",1,">10000",0,"0",0,"0",0,"0",0,1,">10000",1,"<5%",0,"0",0,"0",0,"0","0","0",4,21
"476",476,"4/21/2017","Quercus","muehlenbergii","704-46*2",1,">10000",0,"0",0,"0",0,"0",0,1,">10000",1,"<5%",0,"0",0,"0",0,"0","0","0",4,21
"477",477,"4/21/2017","Quercus","muehlenbergii","704-46*3",1,">10000",0,"0",0,"0",0,"0",0,1,">10000",1,"<5%",0,"0",0,"0",0,"0","0","0",4,21
"478",478,"4/21/2017","Quercus","imbricaria","1512-35*2",1,">10000",0,"0",0,"0",0,"0",0,1,">10000",1,"<5%",0,"0",0,"0",0,"0","High tree","0",4,21
"479",479,"4/21/2017","Quercus","bicolor","214-91*2",1,">10000",0,"0",0,"0",0,"0",0,1,">10000",1,"25-49%",0,"0",0,"0",0,"0","0","0",4,21
"480",480,"4/21/2017","Quercus","bicolor","214-91*3",1,">10000",0,"0",0,"0",0,"0",0,1,">10000",1,"25-49%",0,"0",0,"0",0,"0","0","0",4,21
"481",481,"4/21/2017","Quercus","imbricaria","523-32*1",1,">10000",0,"0",0,"0",0,"0",0,1,">10000",1,"25-49%",0,"0",0,"0",0,"0","0","0",4,21
"482",482,"4/21/2017","Quercus","stellata","210-91*2",1,">10000",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,21
"483",483,"4/21/2017","Quercus","robur","180-93*8",1,">10000",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,21
"484",484,"4/21/2017","Quercus","lyrata","1133-2004*1",1,"101-1000",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,21
"485",485,"4/21/2017","Quercus","robur","400-2009*1",1,"11-100",1,"25-49%",1,"<25%",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,21
"486",486,"4/21/2017","Quercus","petraea","20-2012*1",1,"101-1000",1,"50-74%",1,"<25%",0,"0",0,1,"11-100",1,"25-49%",0,"0",0,"0",0,"0","0","0",4,21
"487",487,"4/17/2017","Quercus","gambelii","145-75*2",1,"11-100",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,17
"488",488,"4/17/2017","Quercus","michauxii","539-96*3",1,"1001-10000",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,17
"489",489,"4/17/2017","Quercus","gambelii","145-75*1",1,"03-10",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,17
"490",490,"4/17/2017","Quercus","michauxii","539-96*5",1,"101-1000",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,17
"491",491,"4/17/2017","Quercus","gambelii","145-75*8",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,17
"492",492,"4/17/2017","Quercus","subfalcata","656-32*1",1,">10000",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,17
"493",493,"4/17/2017","Quercus","hartwissiana","27-95*3",1,">10000",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,17
"494",494,"4/17/2017","Quercus","hartwissiana","27-95*5",1,">10000",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,17
"495",495,"4/17/2017","Quercus","alba","304-94*1",1,"1001-10000",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,17
"496",496,"4/17/2017","Quercus","muehlenbergii","215-91*2",1,">10000",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,17
"497",497,"4/17/2017","Quercus","phellos","109-74*1",1,"03-10",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,17
"498",498,"4/17/2017","Quercus","stellata","212-91*2",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,17
"499",499,"4/17/2017","Quercus","stellata","212-91*3",1,">10000",0,"0",0,"0",0,"0",0,1,"1001-10000",0,"0",0,"0",0,"0",0,"0","0","0",4,17
"500",500,"4/17/2017","Quercus","marilandica","362-96*7",1,"1001-10000",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,17
"501",501,"4/17/2017","Quercus","muehlenbergii","704-46*2",1,"1001-10000",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,17
"502",502,"4/17/2017","Quercus","muehlenbergii","704-46*3",1,">10000",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,17
"503",503,"4/17/2017","Quercus","imbricaria","1512-35*2",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,17
"504",504,"4/17/2017","Quercus","stellata","210-91*2",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,17
"505",505,"4/17/2017","Quercus","robur","180-93*8",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,17
"506",506,"4/17/2017","Quercus","bicolor","214-91*2",1,">10000",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,17
"507",507,"4/17/2017","Quercus","bicolor","214-91*3",1,"1001-10000",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,17
"508",508,"4/17/2017","Quercus","imbricaria","523-32*1",1,"1001-10000",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,17
"509",509,"4/17/2017","Quercus","lyrata","1133-2004*1",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,17
"510",510,"4/24/2017","Quercus","lyrata","1133-2004*1",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,24
"511",511,"4/24/2017","Quercus","gambelii","145-75*2",1,"11-100",1,"5-24%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,24
"512",512,"4/24/2017","Quercus","michauxii","539-96*3",1,"1001-10000",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,24
"513",513,"4/24/2017","Quercus","gambelii","145-75*1",1,"1001-10000",1,"25-49%",0,"0",0,"0",0,1,"11-100",1,"25-49%",0,"0",0,"0",0,"0","0","0",4,24
"514",514,"4/24/2017","Quercus","michauxii","539-96*5",1,"11-100",1,"5-24%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,24
"515",515,"4/24/2017","Quercus","gambelii","145-75*8",1,"1001-10000",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,24
"516",516,"4/24/2017","Quercus","subfalcata","656-32*1",1,"1001-10000",0,"0",0,"0",0,"0",0,1,"1001-10000",1,">95%",0,"0",0,"0",0,"0","0","0",4,24
"517",517,"4/24/2017","Quercus","stellata","210-91*2",0,"0",0,"0",0,"0",0,"0",0,1,"1001-10000",0,"0",0,"0",0,"0",0,"0","No bud break - Joan noted bud break","0",4,24
"518",518,"4/24/2017","Quercus","robur","180-93*8",1,"1001-10000",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,24
"519",519,"4/24/2017","Quercus","hartwissiana","27-95*3",1,"1001-10000",1,">95%",1,"25-49%",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,24
"520",520,"4/24/2017","Quercus","hartwissiana","27-95*5",1,"1001-10000",1,"25-49%",1,"25-49%",0,"0",0,1,"101-1000",1,">95%",0,"0",0,"0",0,"0","0","0",4,24
"521",521,"4/24/2017","Quercus","alba","304-94*1",1,"1001-10000",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,24
"522",522,"4/24/2017","Quercus","muehlenbergii","215-91*2",1,"1001-10000",1,"25-49%",0,"0",0,"0",0,1,"1001-10000",1,">95%",0,"0",0,"0",0,"0","0","0",4,24
"523",523,"4/24/2017","Quercus","phellos","109-74*1",1,"101-1000",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","No tag","0",4,24
"524",524,"4/24/2017","Quercus","stellata","212-91*2",1,"1001-10000",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,24
"525",525,"4/24/2017","Quercus","stellata","212-91*3",1,"1001-10000",0,"0",0,"0",0,"0",0,1,"1001-10000",0,"0",0,"0",0,"0",0,"0","Joan thought flowers done (?)","0",4,24
"526",526,"4/24/2017","Quercus","marilandica","362-96*7",1,"1001-10000",1,"5-24%",0,"0",0,"0",0,1,"1001-10000",1,">95%",0,"0",0,"0",0,"0","0","0",4,24
"527",527,"4/24/2017","Quercus","muehlenbergii","704-46*2",1,"101-1000",0,"0",0,"0",0,"0",0,1,"1001-10000",1,">95%",0,"0",0,"0",0,"0","0","0",4,24
"528",528,"4/24/2017","Quercus","muehlenbergii","704-46*3",1,"101-1000",0,"0",0,"0",0,"0",0,1,"1001-10000",1,">95%",0,"0",0,"0",0,"0","0","0",4,24
"529",529,"4/24/2017","Quercus","imbricaria","1512-35*2",0,"0",0,"0",0,"0",0,"0",0,1,"1001-10000",1,">95%",0,"0",0,"0",0,"0","Joan thought leaf break; saw no ?, did note high tree","0",4,24
"530",530,"4/24/2017","Quercus","bicolor","214-91*2",1,"1001-10000",1,">95%",0,"0",0,"0",0,1,"1001-10000",1,">95%",0,"0",0,"0",0,"0","0","0",4,24
"531",531,"4/24/2017","Quercus","bicolor","214-91*3",1,"1001-10000",1,">95%",0,"0",0,"0",0,1,"1001-10000",1,">95%",0,"0",0,"0",0,"0","0","0",4,24
"532",532,"4/24/2017","Quercus","imbricaria","523-32*1",1,"1001-10000",1,">95%",0,"0",0,"0",0,1,"1001-10000",1,">95%",0,"0",0,"0",0,"0","0","0",4,24
"533",533,"4/24/2017","Quercus","shumardii","575-40*2",1,">10000",0,"0",0,"0",0,"0",0,1,">10000",1,">95%",0,"0",0,"0",0,"0","0","0",4,24
"534",534,"4/24/2017","Quercus","michauxii","645-48*1",1,"1001-10000",0,"0",0,"0",0,"0",0,1,">10000",1,">95%",0,"0",0,"0",0,"0","0","0",4,24
"535",535,"4/24/2017","Quercus","montana","606-2000*4",1,"1001-10000",0,"0",0,"0",0,"0",0,1,"101-1000",1,">95%",0,"0",0,"0",0,"0","0","0",4,24
"536",536,"4/24/2017","Quercus","lyrata","517-2000*2",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,24
"537",537,"4/24/2017","Quercus","montana","602-2000*1",1,"101-1000",0,"0",0,"0",0,"0",0,1,"1001-10000",0,"0",0,"0",0,"0",0,"0","0","0",4,24
"538",538,"4/24/2017","Quercus","coccinea","1173-2004*4",1,"11-100",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,24
"539",539,"4/24/2017","Quercus","coccinea","1173-2004*5",1,"101-1000",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,24
"540",540,"4/24/2017","Quercus","pyrenaica","200-99*1",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,24
"541",541,"4/24/2017","Quercus","petraea","20-2012*1",1,"11-100",1,">95%",1,"5-24%",0,"0",0,1,"11-100",1,">95%",0,"0",0,"0",0,"0","0","0",4,24
"542",542,"4/24/2017","Quercus","rubra","64-92*1",1,"1001-10000",1,">95%",0,"0",0,"0",0,1,"1001-10000",1,">95%",0,"0",0,"0",0,"0","0","0",4,24
"543",543,"4/24/2017","Quercus","palustris","1164-22*6",1,">10000",1,">95%",1,"5-24%",0,"0",0,1,">10000",1,">95%",0,"0",0,"0",0,"0","0","0",4,24
"544",544,"4/24/2017","Quercus","palustris","77-72*1",1,">10000",1,">95%",1,"5-24%",0,"0",0,1,">10000",1,">95%",0,"0",0,"0",0,"0","0","0",4,24
"545",545,"4/24/2017","Quercus","robur","400-2009*1",1,"11-100",1,"75-94%",1,"5-24%",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,24
"546",546,"4/24/2017","Quercus","shumardii","1513-35*1",1,"1001-10000",0,"0",0,"0",0,"0",0,1,"1001-10000",1,">95%",0,"0",0,"0",0,"0","0","0",4,24
"547",547,"4/24/2017","Quercus","shumardii","10-2008*1",1,"101-1000",1,">95%",1,"5-24%",0,"0",0,1,"11-100",1,">95%",0,"0",0,"0",0,"0","0","0",4,24
"548",548,"4/24/2017","Quercus","marilandica","1134-2004*5",1,"11-100",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,24
"549",549,"4/24/2017","Quercus","macrocarpa","597-2001*2",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,24
"550",550,"4/24/2017","Quercus","macrocarpa","696-2006*8",1,"11-100",0,"0",0,"0",0,"0",0,1,"11-100",1,"75-94%",0,"0",0,"0",0,"0","0","0",4,24
"551",551,"4/24/2017","Quercus","petraea","258-2004*3",1,"101-1000",1,">95%",1,"5-24%",0,"0",0,1,"11-100",1,">95%",0,"0",0,"0",0,"0","0","0",4,24
"552",552,"4/24/2017","Quercus","imbricaria","1183-2004*1",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,24
"553",553,"4/24/2017","Quercus","palustris","573-40*7",1,">10000",1,">95%",1,"5-24%",0,"0",0,1,">10000",1,">95%",0,"0",0,"0",0,"0","0","0",4,24
"554",554,"4/24/2017","Quercus","ellipsoidalis","437-2004*3",1,"1001-10000",1,">95%",1,"5-24%",0,"0",0,1,"101-1000",1,">95%",0,"0",0,"0",0,"0","0","0",4,24
"555",555,"4/24/2017","Quercus","coccinea","435-2004*1",1,"1001-10000",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,24
"556",556,"4/24/2017","Quercus","georgiana","49-2002*3",1,"1001-10000",1,">95%",1,"5-24%",0,"0",0,1,"1001-10000",1,">95%",0,"0",0,"0",0,"0","0","0",4,24
"557",557,"4/24/2017","Quercus","bicolor","135-U*1",1,"1001-10000",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,24
"558",558,"4/24/2017","Quercus","lobata","526-2000*4",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,24
"559",559,"4/24/2017","Quercus","georgiana","49-2002*4",1,"101-1000",1,">95%",1,"5-24%",0,"0",0,1,"101-1000",1,">95%",0,"0",0,"0",0,"0","0","0",4,24
"560",560,"4/24/2017","Quercus","georgiana","49-2002*5",0,"0",0,"0",0,"0",0,"0",0,1,"1001-10000",1,">95%",0,"0",0,"0",0,"0","0","0",4,24
"561",561,"4/24/2017","Quercus","petraea","498-2005*3",1,"101-1000",1,">95%",1,"5-24%",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,24
"562",562,"4/28/2017","Quercus","robur","400-2009*1",1,"11-100",1,"25-49%",1,"<25%",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,28
"563",563,"4/28/2017","Quercus","petraea","20-2012*1",1,"11-100",1,"75-94%",1,"50-74%",0,"0",0,1,"101-1000",1,"75-94%",0,"0",0,"0",0,"0","0","0",4,28
"564",564,"4/28/2017","Quercus","montana","657-33*1",1,"1001-10000",1,"25-49%",1,"25-49%",0,"0",0,1,">10000",1,"75-94%",0,"0",0,"0",0,"0","0","0",4,28
"565",565,"4/28/2017","Quercus","rubra","466-37*1",1,"1001-10000",1,"25-49%",1,"<25%",0,"0",0,1,">10000",1,"75-94%",0,"0",0,"0",0,"0","0","0",4,28
"566",566,"4/28/2017","Quercus","macrocarpa","2390-26*1",1,"1001-10000",1,"75-94%",1,"<25%",0,"0",0,1,">10000",1,"75-94%",0,"0",0,"0",0,"0","0","0",4,28
"567",567,"4/28/2017","Quercus","rubra","354-37*1",1,"1001-10000",1,"50-74%",1,"<25%",0,"0",0,1,">10000",1,"75-94%",0,"0",0,"0",0,"0","0","0",4,28
"568",568,"4/28/2017","Quercus","ilicifolia","260-93*1",1,"1001-10000",1,"25-49%",1,"<25%",0,"0",0,1,">10000",1,"75-94%",0,"0",0,"0",0,"0","0","0",4,28
"569",569,"4/28/2017","Quercus","ilicifolia","260-93*2",1,"1001-10000",1,"0",1,"<25%",0,"0",0,1,">10000",1,"75-94%",0,"0",0,"0",0,"0","0","0",4,28
"570",570,"4/28/2017","Quercus","velutina","185-92*4",1,"101-1000",1,"75-94%",1,"<25%",0,"0",0,1,">10000",1,"75-94%",0,"0",0,"0",0,"0","0","0",4,28
"571",571,"4/28/2017","Quercus","velutina","185-92*5",1,"1001-10000",1,"75-94%",1,"<25%",0,"0",0,1,">10000",1,"75-94%",0,"0",0,"0",0,"0","0","0",4,28
"572",572,"4/28/2017","Quercus","alba","134-U*60",1,"1001-1000",1,"75-94%",1,"<25%",0,"0",0,1,">10000",1,"75-94%",0,"0",0,"0",0,"0","0","0",4,28
"573",573,"4/28/2017","Quercus","ellipsoidalis","204-92*4",1,"1001-1000",1,"75-94%",1,"25-49%",0,"0",0,1,">10000",1,"75-94%",0,"0",0,"0",0,"0","0","0",4,28
"574",574,"4/28/2017","Quercus","robur","21-2012*2",1,"11-100",1,"75-94%",1,"50-74%",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,28
"575",575,"4/28/2017","Quercus","ellipsoidalis","204-92*1",1,"1001-10000",1,"75-94%",1,"25-49%",0,"0",0,1,">10000",1,"75-94%",0,"0",0,"0",0,"0","0","0",4,28
"576",576,"4/28/2017","Quercus","alba","684-33*1",1,"1001-10000",1,"75-94%",1,"<25%",0,"0",0,1,">10000",1,"75-94%",0,"0",0,"0",0,"0","0","0",4,28
"577",577,"4/28/2017","Quercus","prinoides","768-54*1",1,"1001-10000",0,"0",0,"0",0,"0",0,1,">10000",0,"0",0,"0",0,"0",0,"0","0","0",4,28
"578",578,"4/28/2017","Quercus","prinoides","742-51*1",1,">10000",1,"<5%",1,"<25%",0,"0",0,1,">10000",1,"25-49%",0,"0",0,"0",0,"0","0","0",4,28
"579",579,"4/28/2017","Quercus","velutina","185-92*2",1,"1001-10000",1,"75-94%",1,"<25%",0,"0",0,1,">10000",1,"25-49%",0,"0",0,"0",0,"0","0","0",4,28
"580",580,"4/28/2017","Quercus","dalechampii","286-97*1",1,"1001-10000",1,"75-94%",1,"50-74%",0,"0",0,1,"1001-10000",1,"75-94%",0,"0",0,"0",0,"0","0","0",4,28
"581",581,"4/28/2017","Quercus","dalechampii","286-97*2",1,"1001-10000",1,"75-94%",1,"50-74%",0,"0",0,1,"1001-10000",1,"75-94%",0,"0",0,"0",0,"0","0","0",4,28
"582",582,"4/28/2017","Quercus","marilandica","305-94*2",1,">10000",1,"25-49%",1,"<25%",0,"0",0,1,">10000",1,"5-24%",0,"0",0,"0",0,"0","0","0",4,28
"583",583,"4/28/2017","Quercus","prinoides","365-2007*3",1,"11-100",1,"<5%",1,"<25%",0,"0",0,1,">10000",1,"25-49%",0,"0",0,"0",0,"0","no tag","0",4,28
"584",584,"4/28/2017","Quercus","lyrata","179-95*1",1,">10000",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",4,28
"585",585,"5/1/2017","Quercus","shumardii","575-40*2",1,">10000",1,">95%",1,"25-49%",0,"0",0,1,">10000",1,">95%",0,"0",0,"0",0,"0","0","0",5,1
"586",586,"5/1/2017","Quercus","michauxii","645-48*1",1,">10000",1,">95%",1,"5-24%",0,"0",0,1,">10000",1,">95%",0,"0",0,"0",0,"0","0","0",5,1
"587",587,"5/1/2017","Quercus","montana","606-2000*4",1,"1001-10000",1,">95%",1,"5-24%",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",5,1
"588",588,"5/1/2017","Quercus","lyrata","517-2000*2",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",5,1
"589",589,"5/1/2017","Quercus","montana","602-2000*1",1,"101-1000",1,">95%",1,"5-24%",0,"0",0,1,"1001-10000",1,">95%",0,"0",0,"0",0,"0","0","0",5,1
"590",590,"5/1/2017","Quercus","coccinea","1173-2004*4",1,"101-1000",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",5,1
"591",591,"5/1/2017","Quercus","coccinea","1173-2004*5",1,"101-1000",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",5,1
"592",592,"5/1/2017","Quercus","pyrenaica","200-99*1",0,"0",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",5,1
"593",593,"5/1/2017","Quercus","petraea","20-2012*1",1,"101-1000",1,">95%",1,"50-74%",0,"0",0,1,"11-100",1,">95%",0,"0",0,"0",0,"0","0","0",5,1
"594",594,"5/1/2017","Quercus","rubra","64-92*1",1,">10000",1,">95%",1,"25-49%",0,"0",0,1,">10000",1,">95%",0,"0",0,"0",0,"0","0","0",5,1
"595",595,"5/1/2017","Quercus","palustris","1164-22*6",1,">10000",1,">95%",1,"5-24%",0,"0",0,1,">10000",1,">95%",0,"0",0,"0",0,"0","0","0",5,1
"596",596,"5/1/2017","Quercus","palustris","77-72*1",1,">10000",1,">95%",1,"25-49%",0,"0",0,1,">10000",1,">95%",0,"0",0,"0",0,"0","0","0",5,1
"597",597,"5/1/2017","Quercus","robur","400-2009*1",1,"11-100",1,"75-94%",1,"25-49%",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",5,1
"598",598,"5/1/2017","Quercus","shumardii","1513-35*1",1,">10000",1,">95%",1,"5-24%",0,"0",0,1,">10000",1,">95%",0,"0",0,"0",0,"0","0","0",5,1
"599",599,"5/1/2017","Quercus","shumardii","10-2008*1",1,"101-1000",1,">95%",1,"25-49%",0,"0",0,1,"1001-10000",0,"0",0,"0",0,"0",0,"0","0","0",5,1
"600",600,"5/1/2017","Quercus","marilandica","1134-2004*5",1,"101-1000",1,">95%",1,"25-49%",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",5,1
"601",601,"5/1/2017","Quercus","macrocarpa","597-2001*2",1,"1001-10000",1,">95%",1,"5-24%",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",5,1
"602",602,"5/1/2017","Quercus","macrocarpa","696-2006*8",1,"101-1000",1,">95%",1,"5-24%",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",5,1
"603",603,"5/1/2017","Quercus","petraea","258-2004*3",1,"1001-10000",1,">95%",1,"50-74%",0,"0",0,1,"1001-10000",1,">95%",0,"0",0,"0",0,"0","0","0",5,1
"604",604,"5/1/2017","Quercus","imbricaria","1183-2004*1",1,"101-1000",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",5,1
"605",605,"5/1/2017","Quercus","palustris","573-40*7",1,">10000",1,">95%",1,"5-24%",0,"0",0,1,">10000",1,">95%",0,"0",0,"0",0,"0","0","0",5,1
"606",606,"5/1/2017","Quercus","ellipsoidalis","437-2004*3",1,">10000",1,">95%",1,"50-74%",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",5,1
"607",607,"5/1/2017","Quercus","coccinea","435-2004*1",1,"1001-10000",1,">95%",1,"5-24%",0,"0",0,1,"1001-10000",0,"0",0,"0",0,"0",0,"0","0","0",5,1
"608",608,"5/1/2017","Quercus","georgiana","49-2002*3",1,"1001-10000",1,">95%",1,"5-24%",0,"0",0,1,"1001-10000",1,">95%",0,"0",0,"0",0,"0","0","0",5,1
"609",609,"5/1/2017","Quercus","bicolor","135-U*1",1,">10000",1,">95%",1,"5-24%",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",5,1
"610",610,"5/1/2017","Quercus","lobata","526-2000*4",1,"1001-10000",0,"0",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",5,1
"611",611,"5/1/2017","Quercus","georgiana","49-2002*4",1,"1001-10000",1,">95%",1,"5-24%",0,"0",0,1,"1001-10000",1,">95%",0,"0",0,"0",0,"0","0","0",5,1
"612",612,"5/1/2017","Quercus","georgiana","49-2002*5",1,"1001-10000",1,">95%",1,"5-24%",0,"0",0,1,"1001-10000",1,">95%",0,"0",0,"0",0,"0","0","0",5,1
"613",613,"5/1/2017","Quercus","petraea","498-2005*3",1,"1001-10000",1,">95%",1,"25-49%",0,"0",0,1,"1001-10000",1,">95%",0,"0",0,"0",0,"0","0","0",5,1
"614",614,"5/5/2017","Quercus","robur","400-2009*1",1,"101-1000",1,"25-49%",1,"25-49",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",5,5
"615",615,"5/5/2017","Quercus","petraea","20-2012*1",0,"0",1,"75-94%",1,"50-74%",0,"0",0,1,"11-100",1,"75-94%",0,"0",0,"0",0,"0","0","0",5,5
"616",616,"5/5/2017","Quercus","montana","657-33*1",0,"0",1,"75-94%",1,"25-49%",0,"0",0,1,">10000",1,"75-94%",0,"0",0,"0",0,"0","0","0",5,5
"617",617,"5/5/2017","Quercus","rubra","466-37*1",0,"0",1,"75-94%",1,"<25%",0,"0",0,1,">10000",1,"75-94%",0,"0",0,"0",0,"0","0","0",5,5
"618",618,"5/5/2017","Quercus","macrocarpa","2390-26*1",1,"101-1000",1,"75-94%",1,"<25%",0,"0",0,1,">10000",1,"75-94%",0,"0",0,"0",0,"0","0","0",5,5
"619",619,"5/5/2017","Quercus","rubra","354-37*1",1,"101-1000",1,"75-94%",1,"<25%",0,"0",0,1,">10000",1,"75-94%",0,"0",0,"0",0,"0","0","0",5,5
"620",620,"5/5/2017","Quercus","ilicifolia","260-93*1",1,"1001-10000",1,"75-94%",1,"<25%",0,"0",0,1,">10000",1,"75-94%",0,"0",0,"0",0,"0","0","0",5,5
